date,category,sales,avg_temp,max_temp,min_temp,humidity,rainfall
2017-03-02,ice cream,3949.34,9.76,14.57,5.5,80.41,0.0
2017-03-03,ice cream,4463.29,9.74,14.88,5.69,79.58,0.0
2017-03-04,ice cream,4430.95,14.11,18.85,10.68,79.7,16.35
2017-03-05,ice cream,4065.64,13.86,18.2,10.15,72.98,0.0
2017-03-06,ice cream,3266.1,13.59,17.69,9.6,80.96,0.0
2017-03-07,ice cream,3948.48,14.04,18.31,11.18,75.51,0.0
2017-03-08,ice cream,4658.04,16.5,20.71,12.4,81.73,0.0
2017-03-09,ice cream,4230.57,13.31,19.76,8.42,73.9,0.0
2017-03-10,ice cream,4851.94,15.67,21.41,11.64,71.64,4.87
2017-03-11,ice cream,4305.16,13.89,18.94,10.07,78.33,9.3
2017-03-12,ice cream,3960.63,16.01,19.84,12.53,65.24,21.52
2017-03-13,ice cream,3897.91,16.89,22.46,12.34,61.96,0.0
2017-03-14,ice cream,4249.26,15.96,21.1,11.92,63.08,0.0
2017-03-15,ice cream,4979.92,19.67,24.72,15.45,65.53,0.0
2017-03-16,ice cream,4774.23,17.24,22.19,11.91,56.44,0.0
2017-03-17,ice cream,4461.6,15.46,20.28,12.35,62.48,0.0
2017-03-18,ice cream,5202.62,14.71,21.29,9.65,58.89,9.02
2017-03-19,ice cream,3941.22,14.77,19.29,11.77,59.86,0.0
2017-03-20,ice cream,3622.18,11.67,16.14,7.66,60.53,0.0
2017-03-21,ice cream,3571.22,14.47,19.9,10.98,56.73,0.0
2017-03-22,ice cream,4476.02,14.81,20.6,11.03,52.06,12.64
2017-03-23,ice cream,3933.88,13.98,19.72,9.86,62.18,0.0
2017-03-24,ice cream,4990.17,14.82,19.79,11.55,52.94,0.0
2017-03-25,ice cream,3835.05,12.9,18.36,8.02,62.24,0.0
2017-03-26,ice cream,3887.65,11.78,16.7,8.45,64.38,0.0
2017-03-27,ice cream,3423.57,12.09,16.21,8.26,61.58,0.0
2017-03-28,ice cream,3891.27,11.08,15.87,7.35,71.26,10.09
2017-03-29,ice cream,3414.94,11.01,16.64,7.0,67.18,0.0
2017-03-30,ice cream,4548.33,12.11,17.68,9.5,75.03,0.0
2017-03-31,ice cream,4947.74,12.86,17.54,8.39,74.3,0.0
2017-04-01,ice cream,4383.58,12.84,18.19,8.73,81.36,0.0
2017-04-02,ice cream,3792.86,13.12,18.04,8.28,84.25,0.0
2017-04-03,ice cream,4050.66,13.03,18.59,8.21,83.74,0.0
2017-04-04,ice cream,3174.46,12.1,15.9,7.41,73.94,0.0
2017-04-05,ice cream,3585.85,11.74,17.51,8.5,76.7,0.0
2017-04-06,ice cream,4600.52,14.45,20.66,11.3,76.24,0.0
2017-04-07,ice cream,4614.04,12.92,18.06,9.54,86.91,10.9
2017-04-08,ice cream,4128.77,14.64,20.35,9.75,71.7,0.0
2017-04-09,ice cream,3925.4,14.92,19.22,10.83,77.23,0.0
2017-04-10,ice cream,4161.46,16.64,21.54,11.8,63.9,0.0
2017-04-11,ice cream,3440.32,15.44,18.92,12.0,74.52,9.99
2017-04-12,ice cream,4448.51,15.62,19.99,11.34,68.46,4.23
2017-04-13,ice cream,5536.18,17.37,22.69,14.25,67.69,12.4
2017-04-14,ice cream,5064.81,18.61,23.58,13.31,69.99,0.0
2017-04-15,ice cream,5170.98,19.12,24.99,15.53,54.44,0.0
2017-04-16,ice cream,4509.97,17.4,22.06,13.19,59.2,0.0
2017-04-17,ice cream,4554.48,21.61,26.82,17.11,58.2,0.0
2017-04-18,ice cream,4391.06,19.78,25.52,17.08,45.63,0.0
2017-04-19,ice cream,5417.39,21.14,25.82,17.42,55.85,0.0
2017-04-20,ice cream,5682.86,21.79,27.81,18.12,51.12,0.0
2017-04-21,ice cream,5709.56,23.31,27.29,17.38,63.92,0.0
2017-04-22,ice cream,5210.45,22.59,27.48,18.81,61.79,0.0
2017-04-23,ice cream,4796.0,23.47,29.67,19.04,59.6,3.94
2017-04-24,ice cream,4662.85,23.39,28.33,18.74,54.06,0.0
2017-04-25,ice cream,4684.67,23.52,28.37,19.04,59.39,0.0
2017-04-26,ice cream,5587.5,25.57,29.3,21.13,65.32,0.0
2017-04-27,ice cream,5229.79,24.74,30.59,22.06,70.6,0.0
2017-04-28,ice cream,6065.39,21.8,25.93,18.01,68.55,0.0
2017-04-29,ice cream,5771.58,23.16,27.51,20.84,68.62,7.73
2017-04-30,ice cream,4463.11,23.35,29.03,19.17,70.51,0.27
2017-05-01,ice cream,5312.12,26.51,29.83,24.52,75.62,0.0
2017-05-02,ice cream,4805.54,22.91,28.58,18.73,66.48,0.0
2017-05-03,ice cream,4599.01,22.61,27.86,17.19,77.49,0.0
2017-05-04,ice cream,4959.48,22.53,28.44,18.71,81.42,3.61
2017-05-05,ice cream,4889.83,21.86,26.37,17.25,88.61,0.0
2017-05-06,ice cream,4529.19,20.59,26.05,14.78,73.12,0.0
2017-05-07,ice cream,4293.08,21.11,25.49,17.22,80.5,0.0
2017-05-08,ice cream,3967.66,20.43,25.12,16.84,79.51,13.29
2017-05-09,ice cream,4548.8,19.78,23.62,15.81,75.03,1.11
2017-05-10,ice cream,4633.43,21.02,26.96,16.69,84.85,0.0
2017-05-11,ice cream,5848.41,21.93,28.67,18.45,71.83,0.0
2017-05-12,ice cream,6049.72,21.22,27.11,18.67,68.35,0.0
2017-05-13,ice cream,4915.4,19.62,24.89,16.66,64.2,0.0
2017-05-14,ice cream,4585.67,20.47,25.34,16.84,71.03,0.0
2016-03-01,insect repellent,3433.7,11.56,16.04,7.37,80.69,0.0
2016-03-02,insect repellent,3936.39,13.03,17.73,10.41,81.86,0.0
2016-03-03,insect repellent,4137.17,11.4,16.08,6.76,82.67,0.0
2016-03-04,insect repellent,3155.81,12.5,18.07,9.53,74.22,8.5
2016-03-05,insect repellent,3708.42,15.06,19.51,10.74,74.16,0.0
2016-03-06,insect repellent,2339.14,13.9,20.88,11.15,72.5,21.9
2016-03-07,insect repellent,3454.09,15.87,19.83,11.18,75.11,1.1
2016-03-08,insect repellent,3556.73,13.22,17.22,9.42,75.29,0.0
2016-03-09,insect repellent,3938.25,14.41,19.28,10.18,68.75,0.0
2016-03-10,insect repellent,3450.94,13.52,17.72,8.22,77.94,0.0
2016-03-11,insect repellent,3584.79,17.69,22.17,13.41,68.46,0.0
2016-03-12,insect repellent,3211.95,15.1,20.68,10.44,65.59,0.0
2016-03-13,insect repellent,3052.71,15.41,21.85,10.44,58.02,0.0
2016-03-14,insect repellent,3165.99,17.06,22.04,12.79,58.38,3.82
2016-03-15,insect repellent,3603.73,16.93,20.94,13.06,62.8,0.0
2016-03-16,insect repellent,3729.65,13.76,18.36,9.26,61.11,0.0
2016-03-17,insect repellent,3297.09,16.63,21.99,13.28,54.15,0.0
2016-03-18,insect repellent,3367.85,16.24,21.75,11.05,59.79,0.0
2016-03-19,insect repellent,2643.82,13.53,18.76,9.91,53.52,0.0
2016-03-20,insect repellent,2414.78,13.52,17.67,9.01,57.37,0.66
2016-03-21,insect repellent,3016.3,14.37,18.78,12.26,68.81,5.85
2016-03-22,insect repellent,3056.85,13.96,18.7,9.38,58.06,0.0
2016-03-23,insect repellent,3485.56,16.28,22.37,12.86,55.32,0.0
2016-03-24,insect repellent,3404.62,14.25,18.72,9.7,61.95,0.0
2016-03-25,insect repellent,2981.82,10.92,14.38,8.09,64.79,0.0
2016-03-26,insect repellent,3141.42,11.09,17.5,7.76,64.97,0.0
2016-03-27,insect repellent,3402.51,11.4,16.24,7.36,75.45,0.0
2016-03-28,insect repellent,2945.74,13.53,17.8,10.27,66.64,0.0
2016-03-29,insect repellent,2888.14,10.65,17.0,6.16,81.24,0.0
2016-03-30,insect repellent,3106.71,12.23,16.57,8.61,72.26,0.0
2016-03-31,insect repellent,3634.69,12.66,17.38,9.43,71.79,29.4
2016-04-01,insect repellent,3585.09,11.69,17.43,6.44,71.7,0.0
2016-04-02,insect repellent,3178.19,12.58,18.26,8.93,77.06,0.92
2016-04-03,insect repellent,3440.95,13.4,16.65,8.74,86.16,0.0
2016-04-04,insect repellent,3322.01,13.59,19.79,9.72,80.62,9.96
2016-04-05,insect repellent,3325.01,11.32,17.45,7.58,83.64,6.06
2016-04-06,insect repellent,3894.2,13.55,19.33,8.77,82.91,0.0
2016-04-07,insect repellent,4036.63,12.32,17.28,8.43,82.97,6.27
2016-04-08,insect repellent,3368.3,13.75,18.05,9.32,81.61,0.0
2016-04-09,insect repellent,2994.66,15.33,21.27,10.4,79.85,12.66
2016-04-10,insect repellent,3197.21,14.72,19.38,9.8,62.47,0.0
2016-04-11,insect repellent,3149.35,14.67,20.65,11.52,72.05,0.0
2016-04-12,insect repellent,3566.18,15.68,21.31,11.04,63.81,0.0
2016-04-13,insect repellent,3713.33,18.16,21.61,14.46,63.8,0.0
2016-04-14,insect repellent,3648.96,20.64,25.53,15.95,63.17,0.0
2016-04-15,insect repellent,2804.76,19.03,23.86,14.21,57.44,0.0
2016-04-16,insect repellent,2433.64,19.81,24.18,15.29,57.09,0.0
2016-04-17,insect repellent,2624.07,20.44,24.69,16.25,57.17,0.0
2016-04-18,insect repellent,3046.65,20.94,26.1,16.14,60.25,0.0
2016-04-19,insect repellent,3380.61,23.7,28.53,19.98,56.15,0.0
2016-04-20,insect repellent,3561.86,23.92,28.69,19.13,58.9,0.0
2016-04-21,insect repellent,3624.43,23.42,28.21,19.71,49.28,0.0
2016-04-22,insect repellent,4049.22,23.43,29.08,19.16,56.5,0.0
2016-04-23,insect repellent,2872.88,20.61,26.19,16.79,60.28,0.0
2016-04-24,insect repellent,3112.35,26.1,29.63,21.54,63.87,0.0
2016-04-25,insect repellent,3350.23,25.11,29.96,20.28,60.92,0.0
2016-04-26,insect repellent,3435.0,23.96,27.8,21.51,65.7,15.35
2016-04-27,insect repellent,4235.4,24.72,30.43,19.73,65.83,0.0
2016-04-28,insect repellent,4088.05,23.67,28.8,20.19,63.51,0.0
2016-04-29,insect repellent,3832.04,24.81,30.2,22.03,72.65,0.0
2016-04-30,insect repellent,3527.73,24.16,28.71,19.7,70.42,18.28
2016-05-01,insect repellent,3386.41,26.47,31.06,22.2,75.06,0.0
2016-05-02,insect repellent,3767.24,23.5,28.62,20.24,81.52,10.74
2016-05-03,insect repellent,4515.83,24.89,29.26,20.56,84.79,0.0
2016-05-04,insect repellent,4406.16,21.97,26.84,17.96,73.01,0.0
2016-05-05,insect repellent,3640.42,23.56,29.23,20.23,78.87,0.0
2016-05-06,insect repellent,3396.6,20.2,25.25,15.48,85.39,10.27
2016-05-07,insect repellent,3588.13,25.07,28.74,20.31,80.19,0.0
2016-05-08,insect repellent,3317.72,20.28,25.57,16.16,78.53,1.76
2016-05-09,insect repellent,3068.28,18.78,24.12,14.91,70.36,0.0
2016-05-10,insect repellent,3994.28,21.13,25.69,16.05,74.12,0.0
2016-05-11,insect repellent,4399.05,22.68,28.09,18.4,74.71,0.0
2016-05-12,insect repellent,4279.94,19.49,23.89,14.23,80.22,0.0
2016-05-13,insect repellent,3488.18,22.59,28.05,18.26,72.03,0.0
2016-05-14,insect repellent,3573.49,22.1,26.78,18.45,62.28,0.0
2017-03-01,insect repellent,3486.56,9.63,14.06,5.27,71.09,12.15
2017-03-02,insect repellent,4053.06,9.76,14.57,5.5,80.41,0.0
2017-03-03,insect repellent,3987.47,9.74,14.88,5.69,79.58,0.0
2017-03-04,insect repellent,3940.06,14.11,18.85,10.68,79.7,16.35
2017-03-05,insect repellent,3284.72,13.86,18.2,10.15,72.98,0.0
2017-03-06,insect repellent,3346.5,13.59,17.69,9.6,80.96,0.0
2017-03-07,insect repellent,3569.56,14.04,18.31,11.18,75.51,0.0
2017-03-08,insect repellent,4097.22,16.5,20.71,12.4,81.73,0.0
2017-03-09,insect repellent,4225.96,13.31,19.76,8.42,73.9,0.0
2017-03-10,insect repellent,3550.3,15.67,21.41,11.64,71.64,4.87
2017-03-11,insect repellent,3792.13,13.89,18.94,10.07,78.33,9.3
2017-03-12,insect repellent,3422.41,16.01,19.84,12.53,65.24,21.52
2017-03-13,insect repellent,2917.84,16.89,22.46,12.34,61.96,0.0
2017-03-14,insect repellent,3138.42,15.96,21.1,11.92,63.08,0.0
2017-03-15,insect repellent,4194.8,19.67,24.72,15.45,65.53,0.0
2017-03-16,insect repellent,3736.48,17.24,22.19,11.91,56.44,0.0
2017-03-17,insect repellent,3986.03,15.46,20.28,12.35,62.48,0.0
2017-03-18,insect repellent,3512.11,14.71,21.29,9.65,58.89,9.02
2017-03-19,insect repellent,2982.83,14.77,19.29,11.77,59.86,0.0
2017-03-20,insect repellent,2894.34,11.67,16.14,7.66,60.53,0.0
2017-03-21,insect repellent,3014.5,14.47,19.9,10.98,56.73,0.0
2017-03-22,insect repellent,3661.21,14.81,20.6,11.03,52.06,12.64
2017-03-23,insect repellent,3794.21,13.98,19.72,9.86,62.18,0.0
2017-03-24,insect repellent,3362.79,14.82,19.79,11.55,52.94,0.0
2017-03-25,insect repellent,3291.54,12.9,18.36,8.02,62.24,0.0
2017-03-26,insect repellent,2965.15,11.78,16.7,8.45,64.38,0.0
2017-03-27,insect repellent,3230.57,12.09,16.21,8.26,61.58,0.0
2017-03-28,insect repellent,3225.24,11.08,15.87,7.35,71.26,10.09
2017-03-29,insect repellent,3774.5,11.01,16.64,7.0,67.18,0.0
2017-03-30,insect repellent,4005.45,12.11,17.68,9.5,75.03,0.0
2017-03-31,insect repellent,4134.33,12.86,17.54,8.39,74.3,0.0
2017-04-01,insect repellent,3385.96,12.84,18.19,8.73,81.36,0.0
2017-04-02,insect repellent,3732.71,13.12,18.04,8.28,84.25,0.0
2017-04-03,insect repellent,3787.0,13.03,18.59,8.21,83.74,0.0
2017-04-04,insect repellent,3227.91,12.1,15.9,7.41,73.94,0.0
2017-04-05,insect repellent,3221.43,11.74,17.51,8.5,76.7,0.0
2017-04-06,insect repellent,4045.28,14.45,20.66,11.3,76.24,0.0
2017-04-07,insect repellent,4567.22,12.92,18.06,9.54,86.91,10.9
2017-04-08,insect repellent,3709.19,14.64,20.35,9.75,71.7,0.0
2017-04-09,insect repellent,3495.4,14.92,19.22,10.83,77.23,0.0
2017-04-10,insect repellent,3196.72,16.64,21.54,11.8,63.9,0.0
2017-04-11,insect repellent,3721.9,15.44,18.92,12.0,74.52,9.99
2017-04-12,insect repellent,3516.28,15.62,19.99,11.34,68.46,4.23
2017-04-13,insect repellent,4261.04,17.37,22.69,14.25,67.69,12.4
2017-04-14,insect repellent,4023.07,18.61,23.58,13.31,69.99,0.0
2017-04-15,insect repellent,3020.11,19.12,24.99,15.53,54.44,0.0
2017-04-16,insect repellent,3199.04,17.4,22.06,13.19,59.2,0.0
2017-04-17,insect repellent,3810.95,21.61,26.82,17.11,58.2,0.0
2017-04-18,insect repellent,2766.49,19.78,25.52,17.08,45.63,0.0
2017-04-19,insect repellent,3968.38,21.14,25.82,17.42,55.85,0.0
2017-04-20,insect repellent,3684.69,21.79,27.81,18.12,51.12,0.0
2017-04-21,insect repellent,3735.82,23.31,27.29,17.38,63.92,0.0
2017-04-22,insect repellent,4027.29,22.59,27.48,18.81,61.79,0.0
2017-04-23,insect repellent,3848.86,23.47,29.67,19.04,59.6,3.94
2017-04-24,insect repellent,3437.28,23.39,28.33,18.74,54.06,0.0
2017-04-25,insect repellent,3510.6,23.52,28.37,19.04,59.39,0.0
2017-04-26,insect repellent,4235.92,25.57,29.3,21.13,65.32,0.0
2017-04-27,insect repellent,4538.76,24.74,30.59,22.06,70.6,0.0
2017-04-28,insect repellent,4282.18,21.8,25.93,18.01,68.55,0.0
2017-04-29,insect repellent,4161.08,23.16,27.51,20.84,68.62,7.73
2017-04-30,insect repellent,3418.1,23.35,29.03,19.17,70.51,0.27
2017-05-01,insect repellent,3881.97,26.51,29.83,24.52,75.62,0.0
2017-05-02,insect repellent,3882.18,22.91,28.58,18.73,66.48,0.0
2017-05-03,insect repellent,4376.49,22.61,27.86,17.19,77.49,0.0
2017-05-04,insect repellent,4236.47,22.53,28.44,18.71,81.42,3.61
2017-05-05,insect repellent,4871.98,21.86,26.37,17.25,88.61,0.0
2017-05-06,insect repellent,3674.0,20.59,26.05,14.78,73.12,0.0
2017-05-07,insect repellent,4445.2,21.11,25.49,17.22,80.5,0.0
2017-05-08,insect repellent,3982.3,20.43,25.12,16.84,79.51,13.29
2017-05-09,insect repellent,4108.01,19.78,23.62,15.81,75.03,1.11
2017-05-10,insect repellent,4694.41,21.02,26.96,16.69,84.85,0.0
2017-05-11,insect repellent,4072.81,21.93,28.67,18.45,71.83,0.0
2017-05-12,insect repellent,4313.0,21.22,27.11,18.67,68.35,0.0
2017-05-13,insect repellent,3479.69,19.62,24.89,16.66,64.2,0.0
2017-05-14,insect repellent,3437.66,20.47,25.34,16.84,71.03,0.0
2016-03-01,jelly,9364.52,11.56,16.04,7.37,80.69,0.0
2016-03-02,jelly,11723.37,13.03,17.73,10.41,81.86,0.0
2016-03-03,jelly,11271.35,11.4,16.08,6.76,82.67,0.0
2016-03-04,jelly,8648.43,12.5,18.07,9.53,74.22,8.5
2016-03-05,jelly,9758.05,15.06,19.51,10.74,74.16,0.0
2016-03-06,jelly,10664.59,13.9,20.88,11.15,72.5,21.9
2016-03-07,jelly,10569.41,15.87,19.83,11.18,75.11,1.1
2016-03-08,jelly,8908.12,13.22,17.22,9.42,75.29,0.0
2016-03-09,jelly,11783.95,14.41,19.28,10.18,68.75,0.0
2016-03-10,jelly,11106.3,13.52,17.72,8.22,77.94,0.0
2016-03-11,jelly,10209.79,17.69,22.17,13.41,68.46,0.0
2016-03-12,jelly,8461.25,15.1,20.68,10.44,65.59,0.0
2016-03-13,jelly,8778.53,15.41,21.85,10.44,58.02,0.0
2016-03-14,jelly,10831.9,17.06,22.04,12.79,58.38,3.82
2016-03-15,jelly,12196.19,16.93,20.94,13.06,62.8,0.0
2016-03-16,jelly,10903.84,13.76,18.36,9.26,61.11,0.0
2016-03-17,jelly,11753.3,16.63,21.99,13.28,54.15,0.0
2016-03-18,jelly,9995.94,16.24,21.75,11.05,59.79,0.0
2016-03-19,jelly,8956.17,13.53,18.76,9.91,53.52,0.0
2016-03-20,jelly,8782.92,13.52,17.67,9.01,57.37,0.66
2016-03-21,jelly,9825.97,14.37,18.78,12.26,68.81,5.85
2016-03-22,jelly,9933.7,13.96,18.7,9.38,58.06,0.0
2016-03-23,jelly,10754.72,16.28,22.37,12.86,55.32,0.0
2016-03-24,jelly,10257.64,14.25,18.72,9.7,61.95,0.0
2016-03-25,jelly,8980.34,10.92,14.38,8.09,64.79,0.0
2016-03-26,jelly,8617.81,11.09,17.5,7.76,64.97,0.0
2016-03-27,jelly,9462.44,11.4,16.24,7.36,75.45,0.0
2016-03-28,jelly,10389.85,13.53,17.8,10.27,66.64,0.0
2016-03-29,jelly,10730.78,10.65,17.0,6.16,81.24,0.0
2016-03-30,jelly,10712.15,12.23,16.57,8.61,72.26,0.0
2016-03-31,jelly,9371.51,12.66,17.38,9.43,71.79,29.4
2016-04-01,jelly,9961.04,11.69,17.43,6.44,71.7,0.0
2016-04-02,jelly,9239.4,12.58,18.26,8.93,77.06,0.92
2016-04-03,jelly,6888.66,13.4,16.65,8.74,86.16,0.0
2016-04-04,jelly,9850.99,13.59,19.79,9.72,80.62,9.96
2016-04-05,jelly,11016.0,11.32,17.45,7.58,83.64,6.06
2016-04-06,jelly,10164.86,13.55,19.33,8.77,82.91,0.0
2016-04-07,jelly,9925.68,12.32,17.28,8.43,82.97,6.27
2016-04-08,jelly,8788.6,13.75,18.05,9.32,81.61,0.0
2016-04-09,jelly,8559.41,15.33,21.27,10.4,79.85,12.66
2016-04-10,jelly,10184.49,14.72,19.38,9.8,62.47,0.0
2016-04-11,jelly,9333.01,14.67,20.65,11.52,72.05,0.0
2016-04-12,jelly,10466.13,15.68,21.31,11.04,63.81,0.0
2016-04-13,jelly,11122.27,18.16,21.61,14.46,63.8,0.0
2016-04-14,jelly,11513.39,20.64,25.53,15.95,63.17,0.0
2016-04-15,jelly,10853.08,19.03,23.86,14.21,57.44,0.0
2016-04-16,jelly,9132.12,19.81,24.18,15.29,57.09,0.0
2016-04-17,jelly,10445.87,20.44,24.69,16.25,57.17,0.0
2016-04-18,jelly,11483.59,20.94,26.1,16.14,60.25,0.0
2016-04-19,jelly,10676.73,23.7,28.53,19.98,56.15,0.0
2016-04-20,jelly,13662.59,23.92,28.69,19.13,58.9,0.0
2016-04-21,jelly,12469.85,23.42,28.21,19.71,49.28,0.0
2016-04-22,jelly,10862.77,23.43,29.08,19.16,56.5,0.0
2016-04-23,jelly,10092.28,20.61,26.19,16.79,60.28,0.0
2016-04-24,jelly,10140.92,26.1,29.63,21.54,63.87,0.0
2016-04-25,jelly,11590.99,25.11,29.96,20.28,60.92,0.0
2016-04-26,jelly,12475.08,23.96,27.8,21.51,65.7,15.35
2016-04-27,jelly,14012.52,24.72,30.43,19.73,65.83,0.0
2016-04-28,jelly,12197.43,23.67,28.8,20.19,63.51,0.0
2016-04-29,jelly,12472.16,24.81,30.2,22.03,72.65,0.0
2016-04-30,jelly,8980.52,24.16,28.71,19.7,70.42,18.28
2016-05-01,jelly,11341.18,26.47,31.06,22.2,75.06,0.0
2016-05-02,jelly,11652.16,23.5,28.62,20.24,81.52,10.74
2016-05-03,jelly,10873.73,24.89,29.26,20.56,84.79,0.0
2016-05-04,jelly,12718.78,21.97,26.84,17.96,73.01,0.0
2016-05-05,jelly,14024.17,23.56,29.23,20.23,78.87,0.0
2016-05-06,jelly,10715.44,20.2,25.25,15.48,85.39,10.27
2016-05-07,jelly,8900.37,25.07,28.74,20.31,80.19,0.0
2016-05-08,jelly,11179.56,20.28,25.57,16.16,78.53,1.76
2016-05-09,jelly,10999.11,18.78,24.12,14.91,70.36,0.0
2016-05-10,jelly,11256.46,21.13,25.69,16.05,74.12,0.0
2016-05-11,jelly,11968.48,22.68,28.09,18.4,74.71,0.0
2016-05-12,jelly,10291.26,19.49,23.89,14.23,80.22,0.0
2016-05-13,jelly,9654.84,22.59,28.05,18.26,72.03,0.0
2016-05-14,jelly,10050.15,22.1,26.78,18.45,62.28,0.0
2017-03-01,jelly,11148.73,9.63,14.06,5.27,71.09,12.15
2017-03-02,jelly,12371.55,9.76,14.57,5.5,80.41,0.0
2017-03-03,jelly,10860.9,9.74,14.88,5.69,79.58,0.0
2017-03-04,jelly,10387.47,14.11,18.85,10.68,79.7,16.35
2017-03-05,jelly,10024.24,13.86,18.2,10.15,72.98,0.0
2017-03-06,jelly,9394.11,13.59,17.69,9.6,80.96,0.0
2017-03-07,jelly,9592.31,14.04,18.31,11.18,75.51,0.0
2017-03-08,jelly,12826.36,16.5,20.71,12.4,81.73,0.0
2017-03-09,jelly,11946.21,13.31,19.76,8.42,73.9,0.0
2017-03-10,jelly,11530.58,15.67,21.41,11.64,71.64,4.87
2017-03-11,jelly,10188.49,13.89,18.94,10.07,78.33,9.3
2017-03-12,jelly,9650.97,16.01,19.84,12.53,65.24,21.52
2017-03-13,jelly,11066.9,16.89,22.46,12.34,61.96,0.0
2017-03-14,jelly,10376.32,15.96,21.1,11.92,63.08,0.0
2017-03-15,jelly,13100.3,19.67,24.72,15.45,65.53,0.0
2017-03-16,jelly,11956.87,17.24,22.19,11.91,56.44,0.0
2017-03-17,jelly,10690.71,15.46,20.28,12.35,62.48,0.0
2017-03-18,jelly,12230.76,14.71,21.29,9.65,58.89,9.02
2017-03-19,jelly,9845.53,14.77,19.29,11.77,59.86,0.0
2017-03-20,jelly,9000.98,11.67,16.14,7.66,60.53,0.0
2017-03-21,jelly,9679.79,14.47,19.9,10.98,56.73,0.0
2017-03-22,jelly,13161.25,14.81,20.6,11.03,52.06,12.64
2017-03-23,jelly,12235.02,13.98,19.72,9.86,62.18,0.0
2017-03-24,jelly,11077.45,14.82,19.79,11.55,52.94,0.0
2017-03-25,jelly,9716.66,12.9,18.36,8.02,62.24,0.0
2017-03-26,jelly,8902.28,11.78,16.7,8.45,64.38,0.0
2017-03-27,jelly,9919.04,12.09,16.21,8.26,61.58,0.0
2017-03-28,jelly,11636.51,11.08,15.87,7.35,71.26,10.09
2017-03-29,jelly,11928.46,11.01,16.64,7.0,67.18,0.0
2017-03-30,jelly,11445.56,12.11,17.68,9.5,75.03,0.0
2017-03-31,jelly,12489.86,12.86,17.54,8.39,74.3,0.0
2017-04-01,jelly,9753.33,12.84,18.19,8.73,81.36,0.0
2017-04-02,jelly,10159.47,13.12,18.04,8.28,84.25,0.0
2017-04-03,jelly,10728.83,13.03,18.59,8.21,83.74,0.0
2017-04-04,jelly,10876.86,12.1,15.9,7.41,73.94,0.0
2017-04-05,jelly,12876.11,11.74,17.51,8.5,76.7,0.0
2017-04-06,jelly,11819.76,14.45,20.66,11.3,76.24,0.0
2017-04-07,jelly,11552.66,12.92,18.06,9.54,86.91,10.9
2017-04-08,jelly,10143.18,14.64,20.35,9.75,71.7,0.0
2017-04-09,jelly,8974.39,14.92,19.22,10.83,77.23,0.0
2017-04-10,jelly,10338.82,16.64,21.54,11.8,63.9,0.0
2017-04-11,jelly,11777.1,15.44,18.92,12.0,74.52,9.99
2017-04-12,jelly,13340.73,15.62,19.99,11.34,68.46,4.23
2017-04-13,jelly,12688.33,17.37,22.69,14.25,67.69,12.4
2017-04-14,jelly,13070.17,18.61,23.58,13.31,69.99,0.0
2017-04-15,jelly,10932.23,19.12,24.99,15.53,54.44,0.0
2017-04-16,jelly,9372.71,17.4,22.06,13.19,59.2,0.0
2017-04-17,jelly,11111.59,21.61,26.82,17.11,58.2,0.0
2017-04-18,jelly,10830.42,19.78,25.52,17.08,45.63,0.0
2017-04-19,jelly,12333.98,21.14,25.82,17.42,55.85,0.0
2017-04-20,jelly,11401.1,21.79,27.81,18.12,51.12,0.0
2017-04-21,jelly,11504.0,23.31,27.29,17.38,63.92,0.0
2017-04-22,jelly,11139.26,22.59,27.48,18.81,61.79,0.0
2017-04-23,jelly,10836.33,23.47,29.67,19.04,59.6,3.94
2017-04-24,jelly,11451.95,23.39,28.33,18.74,54.06,0.0
2017-04-25,jelly,11997.05,23.52,28.37,19.04,59.39,0.0
2017-04-26,jelly,13027.09,25.57,29.3,21.13,65.32,0.0
2017-04-27,jelly,13565.83,24.74,30.59,22.06,70.6,0.0
2017-04-28,jelly,11948.63,21.8,25.93,18.01,68.55,0.0
2017-04-29,jelly,13004.11,23.16,27.51,20.84,68.62,7.73
2017-04-30,jelly,11323.51,23.35,29.03,19.17,70.51,0.27
2017-05-01,jelly,10594.49,26.51,29.83,24.52,75.62,0.0
2017-05-02,jelly,11049.92,22.91,28.58,18.73,66.48,0.0
2017-05-03,jelly,12938.18,22.61,27.86,17.19,77.49,0.0
2017-05-04,jelly,12632.64,22.53,28.44,18.71,81.42,3.61
2017-05-05,jelly,13390.34,21.86,26.37,17.25,88.61,0.0
2017-05-06,jelly,11335.02,20.59,26.05,14.78,73.12,0.0
2017-05-07,jelly,10344.23,21.11,25.49,17.22,80.5,0.0
2017-05-08,jelly,10447.65,20.43,25.12,16.84,79.51,13.29
2017-05-09,jelly,12188.95,19.78,23.62,15.81,75.03,1.11
2017-05-10,jelly,11866.52,21.02,26.96,16.69,84.85,0.0
2017-05-11,jelly,14113.78,21.93,28.67,18.45,71.83,0.0
2017-05-12,jelly,14768.81,21.22,27.11,18.67,68.35,0.0
2017-05-13,jelly,11050.53,19.62,24.89,16.66,64.2,0.0
2017-05-14,jelly,10343.38,20.47,25.34,16.84,71.03,0.0
2016-03-01,plant protein,25020.58,11.56,16.04,7.37,80.69,0.0
2016-03-02,plant protein,24666.54,13.03,17.73,10.41,81.86,0.0
2016-03-03,plant protein,19719.07,11.4,16.08,6.76,82.67,0.0
